model,make,Variant,price,displacement,Fuel_System,Fuel_Tank_Capacity,fuel_type,Height,Length,Width,body_type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,Rear_Tyre_&_Rim,power_steering,Power_Windows,Power_Seats,keyless_entry,power,Seating_Capacity,no,type,wheels_size,Boot_Space,Fuel_Gauge,Handbrake,Link,image_link
ignis,maruti suzuki,Alpha 1.2 Amt,713898,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,20.89 km/litre,no,20.89 km/litre,860 kg,no,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,all windows,no,remote,83ps@6000rpm,5,no,amt,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
ignis,maruti suzuki,Alpha 1.2 Mt,666898,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,20.89 km/litre,no,20.89 km/litre,860 kg,no,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,all windows,no,remote,83ps@6000rpm,5,no,manual,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
ignis,maruti suzuki,Delta 1.2 Amt,607841,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,20.89 km/litre,20.89 km/litre,20.89 km/litre,825 kg,5,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,all windows,no,remote,83ps@6000rpm,5,no,amt,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
ignis,maruti suzuki,Delta 1.2 Mt,560841,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,20.89 km/litre,20.89 km/litre,20.89 km/litre,825 kg,5,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,all windows,no,remote,83ps@6000rpm,5,no,manual,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
ignis,maruti suzuki,Sigma 1.2 Mt,483320,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,20.89 km/litre,no,20.89 km/litre,825 kg,no,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,only front windows,no,no,83ps@6000rpm,5,no,manual,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
ignis,maruti suzuki,Zeta 1.2 Amt,630320,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,15.1 km/litre,no,20.89 km/litre,no,no,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,all windows,no,remote,83ps@6000rpm,5,no,amt,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
ignis,maruti suzuki,Zeta 1.2 Mt,583320,1197 cc,Injection,32,petrol,1595 mm,3700 mm,1690 mm,hatchback,5,20.89 km/litre,no,20.89 km/litre,no,no,180 mm,ventilated disc,drum,mcpherson strut,torsion beam,175/65R 15,electric power,all windows,no,remote,83ps@6000rpm,5,no,manual,175/65r 15,260 litres,analog,manual,https://www.nexaexperience.com/ignis,https://imgd.aeplcdn.com/600x337/n/dzuhtsa_1480797.jpg?q=85/
dzire,maruti suzuki,Lxi,582613,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,860 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80R14,electric power,no,no,no,84.3ps@6000rpm,5,no,manual,165/80r14,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/lwfuusa_1483117.jpg?q=85/
dzire,maruti suzuki,Vxi,673112,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,872 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80R14,electric power,all windows,no,remote,84.3ps@6000rpm,5,no,manual,165/80r14,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/lwfuusa_1483117.jpg?q=85/
dzire,maruti suzuki,Ldi,666622,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,284 km/litre,no,28.4 km/litre,955 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80R14,electric power,only front windows,no,remote,75ps@4000rpm,5,no,manual,165/80r14,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/lwfuusa_1483117.jpg?q=85/
dzire,maruti suzuki,Zxi,732113,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,882 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,84.3ps@6000rpm,5,no,manual,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/lwfuusa_1483117.jpg?q=85/
dzire,maruti suzuki,Vdi,757622,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,28.4 km/litre,no,28.4 km/litre,967 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80R14,electric power,all windows,no,remote,75ps@4000rpm,5,no,manual,165/80r14,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/369uusa_1483116.jpg?q=85/
dzire,maruti suzuki,Vxi Amt,720112,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,872 kg,4,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80R14,electric power,all windows,no,remote,84.3ps@6000rpm,5,no,automatic,165/80r14,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/369uusa_1483116.jpg?q=85/
dzire,maruti suzuki,Zdi Amt,863122,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,28.4 km/litre,no,28.4 km/litre,978 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,75ps@4000rpm,5,no,automatic,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/369uusa_1483116.jpg?q=85/
dzire,maruti suzuki,Zdi,816622,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,284 km/litre,no,28.4 km/litre,978 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,75ps@4000rpm,5,no,manual,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/369uusa_1483116.jpg?q=85/
dzire,maruti suzuki,Zxi Plus,821613,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,895 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,84.3ps@6000rpm,5,no,manual,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/369uusa_1483116.jpg?q=85/
dzire,maruti suzuki,Zxi At,779113,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,882 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,84.3ps@6000rpm,5,no,automatic,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/369uusa_1483116.jpg?q=85/
dzire,maruti suzuki,Zxi Plus Amt,868613,1197 cc,Injection,37,petrol,1515 mm,3995 mm,1735 mm,sedan,4,16.3 km/litre,no,22 km/litre,990 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,84.3ps@6000rpm,5,no,automatic,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/5aguusa_1483118.jpg?q=85/
dzire,maruti suzuki,Zdi Plus,906122,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,284 km/litre,no,28.4 km/litre,895 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,75ps@4000rpm,5,no,manual,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/5aguusa_1483118.jpg?q=85/
dzire,maruti suzuki,Vdi Amt,804622,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,28.4 km/litre,no,28.4 km/litre,967 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80R14,electric power,all windows,no,remote,75ps@4000rpm,5,no,automatic,165/80r14,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/5aguusa_1483118.jpg?q=85/
dzire,maruti suzuki,Zdi Plus Amt,952622,1248 cc,Injection,37,diesel,1515 mm,3995 mm,1735 mm,sedan,4,28.4 km/litre,no,28.4 km/litre,990 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote,75ps@4000rpm,5,no,automatic,185/65r15,378 litres,analog,manual,https://www.marutisuzuki.com/dzire,https://imgd.aeplcdn.com/600x337/n/5aguusa_1483118.jpg?q=85/
alto,maruti suzuki,Std,294800,796 cc,Injection,35,petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,730 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,145/80R12,no,no,no,no,48ps@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/8f5uesa_1463333.jpg?q=85/
alto,maruti suzuki,Std (O),299900,796 cc,Injection,35,petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,732 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arms,145/80R12,no,no,no,no,48ps@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/8f5uesa_1463333.jpg?q=85/
alto,maruti suzuki,Lxi,352900,796 cc,Injection,35,petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,755 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arm,145/80R12,electric power,only front windows,no,no,47hp@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/8f5uesa_1463333.jpg?q=85/
alto,maruti suzuki,Lxi (O),357200,796 cc,Injection,35,petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,757 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arm,145/80R12,yes,only front windows,no,no,48ps@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/xpquesa_1463331.jpg?q=85/
alto,maruti suzuki,Vxi,376100,796 cc,Injection,35,petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,762 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arm,145/80R12,yes,only front windows,no,remote,48ps@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/xpquesa_1463331.jpg?q=85/
alto,maruti suzuki,Lxi Cng (Cng +,405570,796 cc,Injection,35,cng + petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,755 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arm,145/80R12,electric power,only front windows,no,no,47hp@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/vjruesa_1463332.jpg?q=85/
alto,maruti suzuki,Lxi (O) Cng (Cng +,409190,796 cc,Injection,35,cng + petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,757 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arm,145/80R12,yes,only front windows,no,no,48ps@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/vjruesa_1463332.jpg?q=85/
alto,maruti suzuki,Vxi Plus,389600,796 cc,Injection,35,petrol,1475 mm,3445 mm,1490 mm,hatchback,5,no,no,22.05 km/litre,762 kg,5,160 mm,solid disc,drum,gas filled mc pherson strut torsion roll control devic,coil spring gas filled shock absorbers with three link rigid axle and isolated trailing arm,145/80R12,yes,only front windows,no,remote,48ps@6000rpm,5,no,manual,145/80r12,no,digital,manual,https://www.marutisuzuki.com/alto,https://imgd.aeplcdn.com/600x337/n/vjruesa_1463332.jpg?q=85/
s-presso,maruti suzuki,Std,370500,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.4 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,no,no,no,no,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Std (O),376500,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.4 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,no,no,no,no,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Lxi,409000,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.4 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,yes,no,no,no,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Lxi (O),415000,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.4 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,yes,no,no,no,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Vxi,432500,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.7 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,yes,only front windows,no,yes,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Vxi (O),438500,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.7 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,yes,only front windows,no,yes,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Vxi Ags,475500,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.7 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,yes,only front windows,no,yes,67ps@5500rpm,5,no,amt,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Vxi+,456000,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.7 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,electric power,all windows,no,remote,67ps@5500rpm,5,no,manual,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Vxi (O) Ags,481500,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.7 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,yes,only front windows,no,yes,67ps@5500rpm,5,no,amt,145/80 r13,no,analog,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
s-presso,maruti suzuki,Vxi+ Ags,499000,998 cc,Injection,27,petrol,1549 mm,3565 mm,1520 mm,hatchback,5,no,no,21.7 km/litre,726 kg,5,no,ventilated disc,drum,macpherson strut with coil spring,torsion beam with coil spring,145/80 R13,electric power,all windows,no,remote,67ps@5500rpm,5,no,amt,145/80 r13,no,digital,manual,https://www.marutisuzuki.com/s-presso,https://imgd.aeplcdn.com/600x337/n/9s00msa_1472400.jpg?q=85/
celerio,maruti suzuki,Lxi,426289,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,no,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,155/80R13,electric power,no,no,no,68ps@6000rpm,5,no,manual,155/80r13,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi,465138,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,no,68ps@6000rpm,5,no,manual,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi At,508138,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,no,68ps@6000rpm,5,no,automatic,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Zxi,490924,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,remote,68ps@6000rpm,5,no,manual,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Zxi (Opt),531279,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,remote,68ps@6000rpm,5,no,manual,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi Cng Mt,530000,998 cc,Injection,35,cng,1560 mm,3600 mm,1600 mm,hatchback,5,no,no,31.79 km/kg,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,no,59ps@6000rpm,5,no,manual,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Zxi Ags,533924,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,830 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,remote,68ps@6000rpm,5,no,automatic,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Lxi Mt (O),434659,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,no,23.1 km/litre,830 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,155/80R13,electric power,no,no,no,68ps@6000rpm,5,no,manual,155/80r13,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi (O) Mt,472257,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,no,68ps@6000rpm,5,no,manual,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi (O) Ags,515257,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,810 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,no,68ps@6000rpm,5,no,automatic,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Zxi (O) Ags,543279,998 cc,Injection,35,petrol,1560 mm,3600 mm,1600 mm,hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,830 kg,5,165 mm,ventilated disc,drum,macpherson strut with coil spring,coupled torsion beam axle with coil spring,165/70R14,electric power,all windows,no,remote,68ps@6000rpm,5,no,automatic,165/70r14,235 litres,digital,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
swift,maruti suzuki,Lxi,519000,1197 cc,Injection,37,petrol,1530 mm,3840 mm,1735 mm,hatchback,5,12.6 km/litre,17 km/litre,20.4 km/litre,855 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,165/80 R14,electric power,no,no,no,83ps@6000rpm,5,no,manual,165/80 r14,268 litres,analog,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Vxi,619000,1197 cc,Injection,37,petrol,1530 mm,3840 mm,1735 mm,hatchback,5,no,no,20.4 km/litre,863 kg,5,163 mm,ventilated disc,drum,mcpherson strut,torsion beam,165/80R14,electric power,all windows,no,remote,83ps@6000rpm,5,no,manual,165/80r14,268 litres,analog,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Vxi Amt,666000,1197 cc,Injection,37,petrol,1530 mm,3840 mm,1735 mm,hatchback,5,no,no,20.4 km/litre,863 kg,5,163 mm,ventilated disc,drum,mcpherson strut,torsion beam,165/80R14,electric power,all windows,no,remote,83ps@6000rpm,5,no,automatic,165/80r14,268 litres,analog,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Zxi,678000,1197 cc,Injection,37,petrol,1530 mm,3840 mm,1735 mm,hatchback,5,no,no,20.4 km/litre,871 kg,5,163 mm,ventilated disc,drum,macpherson strut,torsion beam,185/65R15,electric power,all windows,no,remote smart key,83ps@6000rpm,5,no,manual,185/65r15,268 litres,analog,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
