model,make,Variant,price,displacement,Fuel_System,Fuel_Tank_Capacity,fuel_type,Height,Length,Width,body_type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,front_brakes,rear_brakes,front_suspension,rear_suspension,Rear_Tyre_&_Rim,power_steering,Power_Windows,Power_Seats,keyless_entry,power,Seating_Capacity,no,type,wheels_size,Boot_Space,Fuel_Gauge,Handbrake,Link,image_link
redi-go,datsun,D,279650,799 cc,Injection,28,petrol,1541 mm,3429 mm,1560 mm,hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,no,5,185 mm,ventilated disc,drum,double pivot arm,h-type torsion beam,80/155R13,no,no,no,no,54ps@5678rpm,5,no,manual,80/155r13,222 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/redi-go.html,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver202005281628/images/car-data/big/datsun-redi-go-default.jpg
redi-go,datsun,T,351832,799 cc,Injection,28,petrol,1541 mm,3429 mm,1560 mm,hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,no,5,185 mm,ventilated disc,drum,double pivot arm,h-type torsion beam,80/155R13,electric power,only front windows,no,no,54ps@5678rpm,5,no,manual,80/155r13,222 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/redi-go.html,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver202005281628/images/car-data/big/datsun-redi-go-default.jpg
redi-go,datsun,A,333419,799 cc,Injection,28,petrol,1541 mm,3429 mm,1560 mm,hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,no,5,185 mm,ventilated disc,drum,double pivot arm,h-type torsion beam,80/155R13,electric power,no,no,no,54ps@5678rpm,5,no,manual,80/155r13,222 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/redi-go.html,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver202005281628/images/car-data/big/datsun-redi-go-default.jpg
redi-go,datsun,S,362000,799 cc,Injection,28,petrol,1541 mm,3429 mm,1560 mm,hatchback,5,21.38 km/litre,24 km/litre,25.17 km/litre,no,5,185 mm,ventilated disc,drum,double pivot arm,h-type torsion beam,80/155R13,electric power,no,no,no,54ps@5678rpm,5,no,manual,80/155r13,222 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/redi-go.html,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver202005281628/images/car-data/big/datsun-redi-go-default.jpg
redi-go,datsun,1.0 S,390000,999 cc,Injection,28,petrol,1541 mm,3429 mm,1560 mm,hatchback,5,no,no,22.5 km/litre,no,5,185 mm,ventilated disc,drum,double pivot arm,h-type torsion beam,80/155R13,electric power,no,no,no,68ps@5500rpm,5,no,manual,80/155r13,222 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/redi-go.html,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver202005281628/images/car-data/big/datsun-redi-go-default.jpg
redi-go,datsun,1.0 S Amt,437065,999 cc,Injection,28,petrol,1541 mm,3429 mm,1560 mm,hatchback,5,no,no,23 km/litre,no,5,185 mm,ventilated disc,drum,double pivot arm,h-type torsion beam,155/80R13,electric power,only front windows,no,yes,68ps@5500rpm,5,no,automatic,155/80r13,222 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/redi-go.html,https://imgctcf.aeplcdn.com/thumbs/p-nc-b-ver202005281628/images/car-data/big/datsun-redi-go-default.jpg
go,datsun,D,374990,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,no,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,no,only front windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,T,468229,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,no,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,T (O),502492,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,20.6 km/litre,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,A (O),499990,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,20.6 km/litre,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,A,469990,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,20.6 km/litre,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,only front windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,T Vdc,528464,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,no,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,T (O) Vdc,553015,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,20.6 km/litre,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,T Cvt,594464,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,no,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,78ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go,datsun,T (O) Cvt,618015,1198 cc,Injection,35,petrol,1507 mm,3788 mm,1636 mm,hatchback,5,20.6 km/litre,no,20.1 km/litre,864 kg,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,78ps@5000rpm,5,no,manual,155/70r13,265 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO.html,https://imgd.aeplcdn.com/664x374/cw/ec/36449/Datsun-Go-Exterior-138944.jpg?wm=0&q=85/
go+,datsun,Datsun D,412292,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,12.8 km/litre,17.9 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,no,only front windows,no,no,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(right)-38.jpg?tr=h-60
go+,datsun,Datsun T,552656,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,12.8 km/litre,17.9 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/930x620/Datsun/GO-Plus/7854/1594791671900/exterior-image-168.jpg?tr=w-880h-495
go+,datsun,Datsun T (O),574448,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,16.3 km/litre,20 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,remote,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/GO-Plus/7854/1594791671900/exterior-image-166.jpg?tr=h-60
go+,datsun,Datsun A (O),555196,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,20.62 km/litre,no,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,only front windows,no,no,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(left)-90.jpg?tr=h-60
go+,datsun,Datsun A,500575,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,20.62 km/litre,no,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,only front windows,no,no,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(left)-90.jpg?tr=h-60
go+,datsun,Datsun T Vdc,593361,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,12.8 km/litre,17.9 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(left)-90.jpg?tr=h-60
go+,datsun,Datsun T (O) Vdc,615153,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,16.3 km/litre,20 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,remote,68ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(left)-90.jpg?tr=h-60
go+,datsun,Datsun T Cvt,658361,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,12.8 km/litre,17.9 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,no,78ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(left)-90.jpg?tr=h-60
go+,datsun,Datsun T (O) Cvt,680153,1198 cc,Injection,35,petrol,1507 mm,3995 mm,1635 mm,mpv,5,16.3 km/litre,20 km/litre,20.6 km/litre,no,5,180 mm,ventilated disc,drum,macpherson strut with anti-roll bar,h-type torsion beam,155/70R13,electric power,all windows,no,remote,78ps@5000rpm,7,no,manual,155/70r13,347 litres,digital,manual,https://www.datsun.co.in/vehicles/new-vehicles/GO-Plus.html,https://stimg.cardekho.com/images/carexteriorimages/medium/Datsun/Datsun-GO-Plus/6654/side-view-(left)-90.jpg?tr=h-60
freestyle,ford,1.5L Tdci Ambiente,676400,1498 cc,Injection,40,diesel,1570 mm,3954 mm,1737 mm,crossover,5,no,no,24.4 km/litre,1062 kg,5,190 mm,ventilated disc,drum,independent mcpherson,semi-independent; twist beam with dual path strut,185/60R15,electric power,only front windows,no,yes,100ps@3750rpm,5,no,manual,185/60r15,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://stimg.cardekho.com/images/carexteriorimages/930x620/Ford/Freestyle/7601/1613550097819/front-left-side-47.jpg?tr=w-880h-495
freestyle,ford,1.5L Tdci Titanium,790900,1498 cc,Injection,40,diesel,1570 mm,3954 mm,1737 mm,hatchback,5,no,no,24.4 km/litre,1074 kg,5,190 mm,ventilated disc,drum,independent mcpherson strut with coil spring & anti-roll bar,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,175/65r14,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/cbrubsa_1460632.jpg?q=85
freestyle,ford,1.5L Tdci Titanium Plus,820000,1498 cc,Injection,40,diesel,1570 mm,3954 mm,1737 mm,hatchback,5,no,no,24.4 km/litre,1080 kg,5,190 mm,ventilated disc,drum,independent mcpherson strut with coil springs & anti-roll bar,semi independent twist beam with coil spring and shock absorber,175/65R14,electric power,all windows,no,yes,100ps@3750rpm,5,no,manual,175/65r14,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/xgkdcta_1487833.jpg?q=85/
freestyle,ford,1.2L Ti-Vct Ambiente,591400,1194 cc,Injection,42,petrol,1570 mm,3954 mm,1737 mm,hatchback,5,no,no,19 km/litre,1026 kg,5,190 mm,ventilated disc,drum,independent mcpherson,semi-independent; twist beam with dual path strut,185/60R15,electric power,only front windows,no,no,96ps@6500rpm,5,no,manual,185/60r15,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/xgkdcta_1487833.jpg?q=85/
freestyle,ford,1.2L Ti-Vct Titanium,721400,1194 cc,Injection,42,petrol,1570 mm,3954 mm,1737 mm,hatchback,5,no,no,19 km/litre,1038 kg,5,190 mm,ventilated disc,drum,independent mcpherson,semi-independent; twist beam with dual path strut,185/60R15,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,185/60r15,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/xgkdcta_1487833.jpg?q=85/
freestyle,ford,1.2L Ti-Vct Titanium Plus,756400,1194 cc,Injection,42,petrol,1570 mm,3954 mm,1737 mm,hatchback,5,no,no,19 km/litre,1044 kg,5,190 mm,ventilated disc,drum,independent mcpherson,semi-independent; twist beam with dual path strut,185/60R15,electric power,all windows,no,yes,96ps@6500rpm,5,no,manual,185/60r15,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/xgkdcta_1487833.jpg?q=85/
freestyle,ford,1.2L Ti-Vct Trend Plus,681400,1194 cc,Injection,42,petrol,1570 mm,3954 mm,1737 mm,crossover,5,no,no,19 km/litre,1032 kg,5,190 mm,ventilated disc,drum,independent mcpherson,semi-independent; twist beam with dual path strut,185/60R15,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,185/60r15,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/xgkdcta_1487833.jpg?q=85/
freestyle,ford,1.5L Tdci Trend Plus,745900,1498 cc,Injection,42,diesel,1570 mm,3954 mm,1737 mm,crossover,5,no,no,24.4 km/litre,1068 kg,5,190 mm,ventilated disc,drum,independent mcpherson,semi-independent; twist beam with dual path strut,175/65R14,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,175/65r14,257 litres,analog,manual,https://www.india.ford.com/suvs/freestyle/,https://imgd.aeplcdn.com/1056x594/n/xgkdcta_1487833.jpg?q=85/
aspire,ford,1.2 Ti-Vct Ambiente,598500,1194 cc,Injection,42,petrol,1525 mm,3995 mm,1704 mm,sedan,4,no,no,20.4 km/litre,1016-1043 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,only front windows,no,remote,96ps@6500rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.2 Ti-Vct Trend Plus,697400,1194 cc,Injection,42,petrol,1525 mm,3995 mm,1704 mm,sedan,4,no,no,20.4 km/litre,1016-1043 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.2 Ti-Vct Trend,663400,1194 cc,Injection,42,petrol,1525 mm,3995 mm,1704 mm,sedan,4,no,no,20.4 km/litre,1016-1043 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.5 Tdci Ambiente,699400,1498 cc,Injection,40,diesel,1525 mm,3995 mm,1704 mm,sedan,4,no,no,26.1 km/litre,1053-1080 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,only front windows,no,remote,100ps@3750rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.5 Tdci Trend,737400,1498 cc,Injection,40,diesel,1525 mm,3995 mm,1704 mm,sedan,4,no,no,26.1 km/litre,1053-1080 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.5 Tdci Trend Plus,777400,1498 cc,Injection,40,diesel,1525 mm,3995 mm,1705 mm,sedan,4,no,no,26.1 km/litre,1053-1080 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.5 Tdci Titanium,817400,1498 cc,Injection,40,diesel,1525 mm,3995 mm,1704 mm,sedan,4,no,no,26.1 km/litre,1053-1080 kg,5,no,ventilated disc,drum,independent macpherson dual path strut with coil spring,semi-independent twist beam with twin gas and oil filled shock absorbers,195/55R15,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,195/55r15,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.5 Tdci Titanium Plus,862400,1498 cc,Injection,40,diesel,1525 mm,3995 mm,1704 mm,sedan,4,no,no,26.1 km/litre,1053-1080 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,195/55R15,electric power,all windows,no,remote,100ps@3700rpm,5,no,manual,195/55r15,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.2 Ti-Vct Titanium Plus,782400,1194 cc,Injection,42,petrol,1525 mm,3995 mm,1704 mm,sedan,4,no,no,19.4 km/litre,no,5,no,ventilated disc,drum,independent macpherson dual path strut with coil spring,semi-independent twist beam with twin gas and oil filled shock absorbers,195/55R15,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,195/55r15,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.2 Ti-Vct Titanium,737400,1194 cc,Injection,42,petrol,1525 mm,3995 mm,1704 mm,sedan,4,no,no,19.4 km/litre,1016-1043 kg,5,no,ventilated disc,drum,independent macpherson dual path strut with coil spring,semi-independent twist beam with twin gas and oil filled shock absorbers,195/55R15,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,195/55r15,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.2 Trend Plus Cng,758314,1194 cc,Injection,42,cng,1525 mm,3995 mm,1704 mm,sedan,4,no,no,20.4 km/kg,1016-1043 kg,5,no,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,electric power,all windows,no,remote,96ps@6300rpm,5,no,manual,175/65r14,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.2 Ti-Vct Blu,762400,1194 cc,Injection,42,petrol,1525 mm,3995 mm,1704 mm,sedan,4,no,no,19.4 km/litre,1016-1043 kg,5,no,ventilated disc,drum,independent macpherson dual path strut with coil spring,semi-independent twist beam with twin gas and oil filled shock absorbers,195/55R15,electric power,all windows,no,remote,96ps@6500rpm,5,no,manual,195/55r15,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
aspire,ford,1.5 Tdci Blu,842400,1498 cc,Injection,40,diesel,1525 mm,3995 mm,1704 mm,sedan,4,no,no,26.1 km/litre,1053-1080 kg,5,no,ventilated disc,drum,independent macpherson dual path strut with coil spring,semi-independent twist beam with twin gas and oil filled shock absorbers,195/55R15,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,195/55r15,no,analog,manual,https://www.india.ford.com/cars/aspire/,https://imgd.aeplcdn.com/1056x594/n/6s6hp5a_1449289.jpg?q=85/
ecosport,ford,1.5L Ti-Vct Ambiente,791000,1497 cc,Injection,52,petrol,1647 mm,3998 mm,1765 mm,suv,5,no,no,17 km/litre,1220 kg,5,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,electric power,all windows,no,remote,123ps@6500rpm,5,no,manual,195/65r15,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Ti-Vct Trend,871000,1497 cc,Injection,52,petrol,1647 mm,3998 mm,1765 mm,suv,5,no,no,17 km/litre,1225 kg,5,200 mm,ventilated disc,drum,semi-independent twist beam with twin gas and oil filled shock absorbers,semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,electric power,all windows,no,remote,123ps@6500rpm,5,no,manual,195/65r15,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Ti-Vct Titanium,950000,1497 cc,Injection,52,petrol,1647 mm,3998 mm,1765 mm,suv,5,no,no,17 km/litre,1242 kg,5,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,205/60R16,electric power,all windows,no,smart key,123ps@6500rpm,5,no,manual,205/60r16,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Ti-Vct Titanium Plus At,1130000,1497 cc,Injection,52,petrol,1647 mm,3998 mm,1765 mm,suv,5,no,no,14.8 km/litre,1320 kg,6,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,electric power,all windows,no,smart key,123ps@6500rpm,5,no,automatic,205/50r17,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Tdci Ambiente,841000,1498 cc,Injection,52,diesel,1647 mm,3998 mm,1765 mm,suv,5,no,no,23 km/litre,1261 kg,5,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,195/65r15,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Tdci Trend,921000,1498 cc,Injection,52,diesel,1647 mm,3998 mm,1765 mm,suv,5,no,no,23 km/litre,1268 kg,5,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,electric power,all windows,no,remote,100ps@3750rpm,5,no,manual,195/65r15,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Tdci Titanium,999900,1498 cc,Injection,52,diesel,1647 mm,3998 mm,1765 mm,suv,5,no,no,23 km/litre,1300 kg,5,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,205/60R16,electric power,all windows,no,smart key,100ps@3750rpm,5,no,manual,205/60r16,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
ecosport,ford,1.5L Tdci Titanium Plus,1090000,1498 cc,Injection,52,diesel,1647 mm,3998 mm,1765 mm,suv,5,no,no,23 km/litre,1304 kg,5,200 mm,ventilated disc,drum,independent mcpherson,semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,electric power,all windows,no,smart key,100ps@3750rpm,5,no,manual,205/50r17,352 litres,analog,manual,https://www.india.ford.com/suvs/ecosport/,https://imgd.aeplcdn.com/600x337/n/rqudfsa_1464447.jpg?q=85/
